client_id,date_souscription,jour_souscription,secteur,pays,taille_entreprise,plan,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_total,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,couleur_theme_interface,code_datacenter,groupe_experimentation,commentaire_csm,sante_compte_fin_periode,valeur_vie_client_eur,churn
CLI-000138,23/12/2024,lundi,finance,France,PME,Pro,1,53,42,79.2,41,"34,2",16,8,0,4,2,"17,6",3,0,1418.92,violet,ap-s1,A,,43,13962,0
CLI-004025,2023-11-29,mercredi,Finance,France,ETI,Pro,14,72,66,91.7%,111,109.2,16,8,3,1,1,11.5 h,5,0,2104.31,sombre,eu-w3,B,Client très satisfait et actif.,65,81100,0
CLI-002985,2023-08-09,mercredi,TECH,France,eti, Pro ,18,136,66,48.5%,23,8.1,16,6,3,1,0,5.5,3,,3203.53,clair,eu-w1,B,Compte dans la moyenne.,84,52538,0
CLI-000546,28/05/2024,mardi,INDUSTRIE,France,GE,Business,8,274,229,83.6,82,"46,7",26,12,2,1,2,"9,8",3,1,10928.3,clair,us-e1,control,,61,376371,0
CLI-004794,31 Dec 2024,mardi, Commerce ,France,PME,Enterprise,1,36,24,66.7,53,42.0,40,16,0,0,0,2.3 h,5,2,"2964,09",sombre,ap-s1,B,RAS.,59,65625,0
CLI-001195,2024-07-30,mardi,santé,Belgique,ETI,pro,6,129,87,67.4,35,22.5,16,9,1,2,3,14.3 h,3,1,3292.76,clair,ap-s1,A,,57,35101,0
CLI-001414,27 Dec 2024,vendredi,Finance,Espagne,TPE,Business,1,1,1,100.0%,14,2.4,26,5,0,2,0,"2,9",5,2,35.87,clair,eu-w1,B,RAS.,67,300,0
CLI-000999,2024-03-02,samedi,Industrie,Canada, PME ,PRO,11,37,14,"37,8",9,"2,4",16,9,,4,4,9.2 h,,0,952.33,bleu,ap-s1,B,Mécontentement exprimé au support.,44,17180,0
CLI-000833,2023-08-05,samedi,Commerce,Suisse,ETI,Enterprise,18,116,53,45.7%,23,11.7,40,16,2,1,0,2.5,5,0,8482.77 €,vert,ap-s1,A,Compte dans la moyenne.,72,104338,0
CLI-003696,16 Apr 2023,dimanche,Commerce,France, ETI ,Pro,22,105,15,14.3,1,,16,4,2,2,0,8.1,5,0,2198.24,violet,ap-s1,control,,62,14420,0
CLI-001343,2023-12-03,dimanche,Santé,France,PME,ENTERPRISE,14,26,14,53.8%,19,9.0,40,10,2,1,1,1.5,4,0,1695.1 €,bleu,eu-w1,A,,67,43089,0
CLI-001184,02 Feb 2024,vendredi,Finance,France,tpe,STARTER,12,9,3,33.3,1,0.5,8,1,2,12,4,19.6 h,3,1,110.56,vert,us-e1,control,Suivi standard.,2,2266,1
CLI-003947,08/06/2023,jeudi,Industrie,France,pme,Pro,20,42,25,59.5,27,"5,6",16,5,4,0,2,,4,0,1076.69,clair,eu-w3,A,,68,13243,0
CLI-003341,07 Jan 2025,mardi,,France,eti,Enterprise,1,189,78,41.3,1,0.3,40,10,1,11,0,0.8 h,4,1,13425.54 €,bleu,us-e1,control,RAS.,48,110089,0
CLI-004915,14/08/2023,lundi,commerce,Canada,ETI,Enterprise,18,32,16,50.0,9,2.0,40,12,4,2,0,0.5,4,0,2229.54,sombre,ap-s1,A,,71,67644,0
CLI-003383,04 Mar 2023,samedi,Santé,Allemagne,PME, Pro ,23,28,21,75.0%,50,40.6,16,8,6,2,1,7.8,4,0,905.78,bleu,eu-w1,B,,80,89129,0
CLI-004964,09/05/2022,lundi,Public,France,PME,business,33,11,3,27.3,17,"8,4",26,9,4,0,5,7.0,4,0,626.64,clair,ap-s1,A,,80,11305,0
CLI-004335,2023-02-20,lundi,PUBLIC,France,TPE,Starter,24,7,3,42.9%,16,3.5,8,0,7,0,0,35.6,3,0,69.49,bleu,ap-s1,B,Suivi standard.,42,1083,1
CLI-003682,15/04/2024,lundi,Commerce,Belgique,TPE, Starter ,10,7,2,28.6,1,0.3,8,2,4,3,3,22.3,3,0,85.76,bleu,us-e1,control,Compte dans la moyenne.,51,3657,0
CLI-001067,2022-10-22,samedi,tech,France, PME , Pro ,28,48,11,22.9,11,"7,6",16,5,7,9,6,"16,8",2,0,1338.46 €,violet,eu-w1,control,Mécontentement exprimé au support.,71,38414,0
CLI-004662,08/05/2023,lundi,FINANCE,,PME,Pro,21,52,36,69.2%,50,"36,1",16,6,2,1,0,8.1,4,0,1527.07,bleu,ap-s1,B,,79,41323,0
CLI-004817,16/11/2022,mercredi,Tech,Canada,PME,Pro,27,29,17,"58,6",15,2.1,16,6,6,2,0,"7,1",4,0,"692,92",violet,eu-w3,control,"Compte engagé, ambassadeur potentiel.",74,9091,0
CLI-004374,2024-07-06,samedi,Finance,France,pme,PRO,7,15,11,73.3,38,15.0,16,8,0,1,1,19.1,2,0,437.85,vert,eu-w1,control,"Client insatisfait, risque de départ.",20,10771,1
CLI-003615,2024-03-16,samedi,Finance,Allemagne,TPE, Business ,11,5,4,80.0,65,"41,7",26,4,1,1,3,7.5 h,4,0,235.83 €,violet,eu-w1,A,,67,5221,0
CLI-002611,2024-12-27,vendredi,tech,Espagne,ETI,business,1,192,138,,27,"10,9",26,6,0,2,2,10.3,3,2,9117.22,sombre,eu-w1,control,,45,89713,0
CLI-000653,04 Jan 2025,samedi,Finance,Canada,PME,pro,1,13,11,,62,"51,7",16,6,0,0,2,15.2,4,3,253.99,violet,eu-w1,control,,39,2916,0
CLI-003468,10 May 2024,vendredi,Tech,Canada,PME,Enterprise,9,58,53,"91,4",90,"68,8",40,25,0,2,11,2.7,3,0,5701.5,clair,eu-w1,B,,56,561028,0
CLI-001986,02/06/2024,dimanche,Tech,France,PME,PRO,8,18,14,77.8,57,41.9,16,9,0,0,4,12.6,5,,478.04,vert,eu-w1,B,Suivi standard.,59,13328,0
CLI-002992,2024-06-26,mercredi,INDUSTRIE,France,PME,business,7,7,2,28.6,1,0.3,26,3,2,5,4,6.7,4,1,226.05 €,clair,eu-w3,B,,25,2966,1
CLI-000881,13 Aug 2024,mardi,Éducation,Suisse,GE,business,6,615,588,95.6%,87,52.4,26,17,1,1,1,8.7,4,1,"34003,36",sombre,eu-w3,A,,74,1310489,0
CLI-004708,08/02/2024,jeudi,Tech,Canada,TPE,STARTER,12,2,2,100.0,79,42.0,8,6,3,0,0,14.1 h,5,0,"25,43",violet,ap-s1,control,"Compte engagé, ambassadeur potentiel.",77,438,0
CLI-003347,05 Jun 2023,lundi, Éducation ,Espagne,TPE,STARTER,20,1,1,100.0,1,0.1,8,0,3,2,4,17.9 h,3,0,9.22,bleu,eu-w3,control,Suivi standard.,63,300,0
CLI-000356,2024-08-13,mardi,Industrie,France, ETI , Pro ,6,132,98,"74,2",48,30.8,16,6,1,0,5,,3,,3171.24,violet,eu-w3,control,,45,62410,0
CLI-002519,2023-10-11,mercredi,FINANCE,Belgique,TPE,Enterprise,16,2,1,50.0,15,"4,4",40,7,3,1,7,2.7,1,,169.34,bleu,us-e1,A,Mécontentement exprimé au support.,53,694,0
CLI-004134,19 Jul 2023,mercredi,PUBLIC,France,PME, Enterprise ,19,16,7,43.8,20,9.1,40,14,,1,5,2.3,3,0,1445.18,violet,us-e1,A,,64,71103,0
CLI-004744,2024-01-10,mercredi,COMMERCE,Suisse,TPE,starter,13,1,1,100.0%,1,0.1,8,1,1,30,0,10.7,5,0,10.72,bleu,eu-w1,B,,62,300,0
CLI-002392,04 Jan 2025,samedi,Public,,PME,Starter,1,41,27,"65,9",21,13.7,8,3,0,0,2,22.0,5,1,"447,49",violet,ap-s1,B,,49,10274,0
CLI-001004,29 Nov 2023,mercredi,Tech,Canada,pme,pro,14,33,13,39.4%,1,0.3,16,5,,5,2,10.7,3,0,"793,24",vert,ap-s1,B,,56,11058,0
CLI-002079,09/12/2024,lundi,Tech,France,ETI,Starter,2,145,110,75.9,64,"29,9",8,5,1,0,2,25.0,5,0,1700.15 €,violet,eu-w1,control,,52,30671,0
CLI-002060,29 Jan 2024,lundi,Commerce,France,PME,starter,12,26,13,50.0,40,22.0,8,3,2,1,2,23.2,,1,338.62 €,bleu,eu-w3,A,,47,6942,0
CLI-002236,2024-03-14,jeudi,Industrie,France,TPE, Starter ,11,1,1,100.0%,42,"10,5",8,4,0,1,4,"24,2",4,0,12.28,violet,eu-w3,A,Suivi standard.,50,300,0
CLI-000543,24 Oct 2024,jeudi,COMMERCE,Allemagne,ETI, Pro ,3,115,42,36.5,1,,16,4,0,21,0,6.4,5,3,2535.28 €,violet,us-e1,control,,12,22868,1
CLI-003688,2024-10-07,lundi,Éducation,Belgique,pme,Starter,4,34,11,32.4,4,0.2,8,2,1,5,5,41.3,1,0,343.21,violet,eu-w3,control,,1,3659,1
CLI-003433,10/11/2023,vendredi,Éducation,France,tpe,STARTER,15,4,1,25.0%,1,0.1,8,3,1,3,3,18.2,3,0,"46,05",vert,eu-w1,B,,16,680,1
CLI-004536,31 May 2024,vendredi,santé,France,PME, Pro ,8,59,7,11.9%,1,0.1,16,0,2,26,5,14.8 h,3,0,"1564,54",bleu,eu-w3,B,,12,47468,1
CLI-001430,12 Jan 2024,vendredi,INDUSTRIE,France, TPE ,pro,13,7,4,"57,1",28,"10,1",16,6,4,1,1,14.8,3,0,147.68 €,bleu,eu-w1,B,,77,3754,0
CLI-002061,30/07/2024,mardi,Industrie,Canada,tpe,PRO,6,6,4,66.7%,33,7.4,16,5,0,2,0,7.8,5,0,,sombre,eu-w3,control,Compte dans la moyenne.,67,1514,0
CLI-000694,17/03/2023,vendredi,finance,France,ETI, Business ,23,143,121,84.6,56,22.1,26,10,4,2,2,7.1 h,4,0,7772.79 €,sombre,eu-w1,B,,73,350553,0
CLI-003676,13/08/2024,mardi,Tech,France, PME ,starter,6,21,13,61.9,27,2.2,8,3,2,0,0,14.4,4,2,,bleu,eu-w3,B,RAS.,55,1638,0
CLI-004010,2024-08-10,samedi,Public,Canada,PME, Starter ,6,12,5,41.7%,12,"3,3",8,3,0,2,2,14.2,4,1,118.72,clair,us-e1,control,,23,487,1
CLI-002070,02 Jan 2024,mardi,Commerce,France,ETI,Business,13,149,126,"84,6",63,17.9,26,10,3,3,4,7.3,3,0,6423.94,violet,us-e1,control,,69,68479,0
CLI-003511,09 Apr 2024,mardi,Finance,France,ETI,Pro,10,167,96,"57,5",17,6.7,16,6,2,4,4,13.8 h,,,4276.65,bleu,ap-s1,control,RAS.,57,231452,0
CLI-001222,26 Jun 2024,mercredi,Industrie,France,TPE,Starter,7,2,1,50.0,1,0.1,8,0,2,30,5,"21,8",2,,17.98,clair,us-e1,A,,2,300,1
CLI-002017,31/01/2024,mercredi,Commerce,France,TPE,Starter,12,8,3,"37,5",23,"8,6",8,4,3,2,3,34.9,3,0,81.61 €,vert,eu-w1,B,,46,300,0
CLI-003077,18 Aug 2023,vendredi,tech,Belgique, ETI ,pro,18,169,117,69.2,47,"18,2",16,10,5,0,1,12.3,3,,5338.57 €,clair,eu-w3,control,,57,113818,0
CLI-003664,02/08/2024,vendredi, Commerce ,Canada,GE,Enterprise,6,467,297,"63,6",56,"47,5",40,27,2,0,0,4.6,5,2,42134.9,bleu,us-e1,A,Suivi standard.,64,241854,0
CLI-000803,01 Sep 2024,dimanche,Industrie,France,PME, Business ,5,13,6,46.2%,19,11.1,26,6,1,1,7,6.7,3,2,607.21,clair,eu-w1,A,,4,10456,1
CLI-002040,2023-10-04,mercredi,Finance,France, TPE ,starter,16,6,3,50.0%,29,1.5,8,1,6,1,2,22.3,,0,68.39,sombre,us-e1,B,Client très satisfait et actif.,66,841,0
CLI-002025,2025-01-06,lundi,Éducation,France,TPE,starter,1,5,2,40.0,1,"0,6",8,3,0,1,4,,4,3,47.93,clair,us-e1,A,,0,943,1
CLI-003321,05/12/2024,jeudi,Santé,France,ETI,enterprise,2,134,42,31.3%,1,0.1,40,5,0,30,2,4.1,5,2,11121.92 €,clair,eu-w3,control,,53,392159,0
CLI-002080,10/01/2025,vendredi, Industrie ,Espagne, GE , Starter ,1,278,125,45.0%,12,"4,6",8,1,0,7,0,12.9 h,5,1,3511.22,bleu,us-e1,A,,54,54705,0
CLI-003816,05/03/2023,dimanche,finance,Allemagne,TPE,Business,23,6,1,16.7,1,0.1,26,1,3,12,0,4.5 h,4,0,236.01,violet,eu-w1,A,,52,3096,0
CLI-000778,10 Nov 2024,dimanche,COMMERCE,France,GE,Enterprise,3,524,219,41.8%,10,"3,1",40,12,0,7,4,6.6,2,1,44906.77,violet,us-e1,B,,48,589177,0
CLI-002871,28/05/2024,mardi,santé,France,PME,Pro,8,49,11,22.4,1,0.4,16,4,1,4,5,,2,1,1207.01,violet,ap-s1,B,Mécontentement exprimé au support.,4,13856,1
CLI-004473,02 Aug 2023,mercredi,Éducation,France,ETI,Business,18,116,42,36.2%,1,0.4,26,5,4,11,1,,3,0,6400.23,violet,eu-w3,control,,67,162694,0
CLI-003204,28/12/2024,samedi,public,Belgique,pme,starter,1,38,0,0.0,0,0.0,8,0,0,30,6,28.5,3,0,409.78,clair,ap-s1,control,,0,3360,1
CLI-000826,29 Mar 2024,vendredi, Commerce ,France,TPE,ENTERPRISE,10,9,5,55.6,25,1.2,40,27,4,0,3,4.4,3,0,"632,69",clair,eu-w3,control,,59,4669,0
CLI-001928,05 Jan 2025,dimanche, Commerce ,France,TPE,STARTER,1,6,4,66.7,10,3.4,8,3,0,2,1,10.0,5,4,71.83,violet,ap-s1,B,RAS.,15,1531,1
CLI-000634,2025-01-06,lundi,Éducation,France,TPE,Starter,1,8,2,25.0%,1,0.7,8,3,0,30,5,25.5,5,4,"73,7",bleu,ap-s1,control,,0,544,1
CLI-002505,01 Oct 2023,dimanche,Tech,France,PME,Pro,16,49,0,0.0,0,0.0,16,0,0,45,1,13.2 h,,0,918.34,vert,ap-s1,A,Déploiement interne limité.,16,18073,1
CLI-002806,2024-11-02,samedi,Commerce,France,PME,business,3,46,13,,5,"3,1",26,1,1,1,0,,4,3,1952.88 €,violet,ap-s1,B,,48,30426,0
CLI-001342,2024-10-11,vendredi,santé,France,TPE,Starter,4,11,1,9.1,1,"0,3",8,2,0,1,5,24.7,3,0,100.64,clair,eu-w3,B,Faible adoption des sièges.,3,1155,1
CLI-004394,29/12/2024,dimanche,SANTÉ,Allemagne,GE,Enterprise,1,789,506,"64,1",31,5.8,40,25,0,0,4,"3,6",2,4,54609.99,clair,eu-w1,A,,41,313461,0
CLI-000066,11 Oct 2022,mardi, Public ,Suisse,GE,BUSINESS,28,360,158,43.9,18,3.8,26,15,7,1,8,7.4,1,0,14744.01,bleu,eu-w3,control,,58,411063,0
CLI-002581,03 Sep 2023,dimanche,Tech,,PME,BUSINESS,17,13,10,,44,"6,7",26,15,2,1,3,8.7 h,2,0,638.33,violet,eu-w3,control,,69,13086,0
CLI-001144,2024-05-14,mardi,public,France,TPE,pro,9,3,1,,1,0.3,16,3,3,25,2,14.6,3,0,81.69,violet,eu-w3,A,Compte dans la moyenne.,53,3818,0
CLI-004790,2024-08-28,mercredi,PUBLIC,Allemagne,PME,PRO,5,41,20,48.8,29,"25,9",16,6,2,0,5,13.0,3,1,926.92,clair,eu-w1,control,,10,11401,1
CLI-004136,11/08/2023,vendredi, Finance ,France,PME,PRO,18,30,12,40.0,3,"1,3",16,0,3,15,5,16.2,2,1,773.71,clair,eu-w3,control,,43,13958,0
CLI-000386,30/10/2024,mercredi,santé,Canada,GE,Enterprise,3,468,128,"27,4",1,0.1,40,1,0,30,7,"4,9",2,1,29194.97,sombre,ap-s1,control,Mécontentement exprimé au support.,41,478798,0
CLI-000028,2024-12-25,mercredi,Santé,France,GE,Enterprise,1,348,293,"84,2",54,23.6,40,20,0,1,1,3.8,4,4,33977.96,violet,eu-w1,B,,54,752272,0
CLI-000050,07/09/2023,jeudi,Commerce,France,pme,starter,17,7,4,57.1%,38,10.4,8,3,4,0,2,20.7 h,5,0,"85,43",bleu,us-e1,control,,81,4413,0
CLI-001115,05/07/2024,vendredi,Industrie,Suisse,PME,Business,7,18,5,27.8,13,"3,5",26,7,2,3,2,5.2,4,0,666.24,clair,ap-s1,B,,63,5463,0
CLI-000759,29 Jul 2024,lundi,Commerce,France,TPE,Starter,6,6,1,,7,"2,9",8,1,3,3,5,31.0,2,1,58.98,sombre,us-e1,B,,0,677,1
CLI-002465,27 Dec 2024,vendredi,Commerce,France,pme,Starter,1,56,31,55.4%,48,"16,8",8,3,,1,0,,,1,593.0,vert,eu-w3,control,,24,4863,1
CLI-002536,03 Feb 2024,samedi,COMMERCE,France,eti,Pro,12,61,15,"24,6",1,0.4,16,6,4,30,10,16.2 h,3,1,1539.45,bleu,us-e1,control,"Multiples tickets ouverts, friction élevée.",15,30296,1
CLI-004152,2023-04-07,vendredi,Commerce,France, GE ,BUSINESS,22,229,144,62.9,26,8.2,26,9,6,0,4,5.0,2,0,11426.16 €,sombre,eu-w3,A,Mécontentement exprimé au support.,74,1114965,0
CLI-002667,04/10/2023,mercredi,Santé,Belgique, TPE ,STARTER,16,4,2,"50,0",34,25.6,8,5,0,1,0,"23,6",,0,"46,68",sombre,ap-s1,A,,51,536,0
CLI-001975,06/01/2024,samedi,INDUSTRIE,Suisse,ETI,BUSINESS,13,76,25,32.9,7,0.6,26,6,3,1,0,0.5,5,0,3955.64,violet,eu-w3,B,Client très satisfait et actif.,63,51898,0
CLI-000433,2024-12-09,lundi,INDUSTRIE,France,pme,Pro,2,19,6,31.6,1,0.2,16,5,0,14,2,16.4,2,2,407.07,sombre,ap-s1,control,,31,4006,0
CLI-001820,15 Oct 2023,dimanche,,France,PME,Pro,16,16,6,37.5,5,"1,3",16,2,4,4,6,18.9,,0,435.81,violet,eu-w3,B,Mécontentement exprimé au support.,52,6790,0
CLI-004007,2023-09-13,mercredi,Industrie,Canada,TPE, Pro ,17,11,5,"45,5",5,"0,2",16,1,4,2,6,23.0,1,0,"262,3",sombre,eu-w1,control,,58,3226,0
CLI-003169,14/05/2024,mardi,COMMERCE,Espagne,ETI,Pro,9,56,37,66.1,43,25.7,16,6,7,4,1,"10,5",4,0,1194.22,sombre,us-e1,control,,63,27419,0
CLI-000014,11 Feb 2023,samedi, Finance ,France,TPE,pro,24,3,1,33.3,15,10.2,16,3,4,2,1,7.7,3,,"90,53",bleu,eu-w3,A,,63,2227,0
CLI-000874,05/01/2025,dimanche, Éducation ,France, ETI ,BUSINESS,1,88,36,40.9%,9,2.5,26,3,0,1,6,"8,5",2,5,3884.89,clair,eu-w3,B,,7,98754,1
CLI-000932,07/01/2025,mardi,COMMERCE,France,PME,Business,1,38,22,57.9%,48,"11,1",26,16,0,1,3,6.7 h,3,1,"1873,04",vert,ap-s1,A,Compte dans la moyenne.,42,13823,0
CLI-003906,2023-12-13,mercredi,Public,France,TPE,STARTER,14,7,1,"14,3",1,"0,3",8,1,3,2,0,,4,0,82.2 €,sombre,eu-w3,control,,29,674,1
CLI-003897,2023-04-09,dimanche, Santé ,Espagne,ge, Enterprise ,22,306,60,19.6%,2,1.2,40,4,8,30,5,"5,5",3,0,23805.4,violet,ap-s1,control,,66,234245,0
CLI-003165,16/01/2024,mardi, Commerce ,,PME,Business,13,56,15,26.8,3,"1,3",26,10,3,11,1,5.2,4,0,2319.03,vert,eu-w3,B,RAS.,56,38032,0
CLI-004135,04/03/2024,lundi,Finance,Allemagne,eti, Pro ,11,46,39,"84,8",77,36.4,16,9,5,0,5,11.6,4,1,1222.14,bleu,us-e1,A,Client très satisfait et actif.,58,17037,0
CLI-000593,07/06/2024,vendredi,Industrie,France,pme, Business ,8,18,7,"38,9",5,1.4,26,8,1,1,4,"6,8",2,3,837.25,clair,eu-w3,B,Mécontentement exprimé au support.,44,8239,0
CLI-004563,05/03/2023,dimanche,Tech,Allemagne, PME ,Business,23,34,16,47.1%,1,0.2,26,7,5,9,2,3.8,3,0,1788.24 €,violet,ap-s1,B,Compte dans la moyenne.,64,108510,0
CLI-004034,03/01/2024,mercredi,Finance,France, TPE , Pro ,13,7,4,57.1%,13,1.4,16,4,5,2,2,7.3,5,0,,sombre,eu-w3,A,,66,1506,0
CLI-002111,2025-01-03,vendredi,commerce,France,pme,enterprise,1,16,14,87.5,55,31.4,40,15,1,2,2,1.7,2,1,1350.11,vert,us-e1,B,Mécontentement exprimé au support.,64,32106,0
CLI-004836,2024-09-24,mardi, Finance ,France,ETI, Pro ,4,176,37,,5,0.8,16,5,1,9,1,8.3,4,,"5071,8",violet,eu-w3,A,Faible adoption des sièges.,45,108131,0
CLI-003358,08/06/2024,samedi,ÉDUCATION,Allemagne,PME,BUSINESS,8,51,16,31.4,1,0.2,26,3,2,30,3,,3,0,2323.52,bleu,us-e1,control,Suivi standard.,44,104791,0
CLI-000368,08/03/2024,vendredi,,France,PME,Starter,11,24,11,45.8,22,,8,3,0,0,0,8.9,5,0,,clair,us-e1,control,Suivi standard.,59,1365,0
CLI-000381,2023-12-02,samedi,Tech,France,PME,PRO,14,25,14,56.0,31,20.7,16,7,8,4,3,11.6,4,0,"567,83",vert,us-e1,control,,57,16762,0
CLI-003488,18 Feb 2023,samedi,santé,,PME,BUSINESS,24,29,8,"27,6",13,3.9,26,3,4,3,0,"5,1",3,0,1547.97,vert,eu-w1,control,,76,52043,0
CLI-002942,2024-07-30,mardi,tech,France,TPE, Starter ,6,4,2,50.0,17,7.8,8,1,2,1,4,23.3 h,3,2,,violet,eu-w1,B,RAS.,2,2007,1
CLI-003810,03 Apr 2024,mercredi,Finance,France,PME,Enterprise,10,48,10,20.8,1,0.2,40,13,1,3,3,"4,0",4,3,3572.09,vert,ap-s1,control,,46,35149,0
CLI-000828,16/10/2023,lundi,,France,tpe,starter,16,2,1,,14,"8,6",8,4,1,2,3,26.0,4,0,25.96,clair,us-e1,A,Compte dans la moyenne.,53,300,0
CLI-004205,2024-09-10,mardi,TECH,France,ETI,Business,5,99,16,16.2%,1,0.1,26,2,0,30,6,6.5,3,1,"4561,89",violet,eu-w1,B,,10,48630,1
CLI-004793,09/10/2023,lundi,Commerce,France,TPE,Starter,16,1,1,"100,0",60,27.0,8,5,2,0,2,24.2,4,0,12.51 €,violet,ap-s1,B,,61,300,0
CLI-003086,05 Mar 2024,mardi, Tech ,Canada, PME ,Business,11,51,29,56.9,41,"29,5",26,13,6,1,0,7.5,4,1,"2344,0",bleu,ap-s1,control,,74,23065,0
CLI-003333,14/02/2024,mercredi,SANTÉ,Canada,PME,Pro,12,43,23,53.5,3,1.9,16,4,2,30,2,12.8 h,3,,1063.29,clair,eu-w3,control,,45,10463,0
CLI-000117,2025-01-08,mercredi,Finance,Canada,TPE,Pro,1,6,5,83.3,71,35.0,16,9,0,1,1,,3,0,"123,35",vert,eu-w3,A,Suivi standard.,52,607,0
CLI-000890,07/05/2023,dimanche,tech,France,PME,Business,21,24,15,62.5%,43,15.7,26,12,4,1,0,3.6 h,3,0,1284.71,vert,eu-w3,A,,88,41085,0
CLI-003104,13/05/2024,lundi,finance,France, PME ,Business,9,44,2,4.5,1,0.1,26,1,,0,0,0.5,5,3,1712.96,bleu,eu-w3,A,,54,21069,0
CLI-000974,29/07/2024,lundi,Éducation,Allemagne,TPE,Pro,6,3,2,66.7,58,"24,8",16,8,0,3,1,11.5,4,2,87.09 €,vert,eu-w3,A,,63,1785,0
CLI-001677,08/09/2023,vendredi,Tech,France,TPE,Starter,17,10,7,70.0,50,"21,4",8,5,6,4,5,"33,5",2,0,130.67,bleu,ap-s1,control,"Client insatisfait, risque de départ.",33,1500,1
CLI-003702,15 Aug 2023,mardi,Tech,France, PME ,Business,18,37,0,0.0,0,0.0,26,0,0,69,3,8.4,3,0,1760.45,clair,eu-w1,B,,0,25984,1
CLI-003283,2023-12-16,samedi,Tech,France,ETI, Enterprise ,14,200,141,70.5,34,"18,8",40,17,4,0,2,3.4,3,0,"16218,35",bleu,us-e1,B,Suivi standard.,72,146290,0
CLI-004376,2024-01-12,vendredi,santé,France,TPE,Starter,13,11,5,45.5,8,1.3,8,3,2,8,0,"0,5",5,0,132.51 €,bleu,eu-w3,A,RAS.,36,1521,1
CLI-002292,06 Nov 2024,mercredi,Commerce,France,PME,Business,3,14,7,50.0%,26,12.8,26,8,0,1,0,0.5,4,0,514.87 €,vert,eu-w3,B,,24,8022,1
CLI-004663,12 Jul 2024,vendredi,Tech,Allemagne,TPE, Starter ,7,11,2,18.2,4,"1,7",8,2,1,2,5,36.7,3,0,"142,21",sombre,us-e1,A,,16,2682,1
CLI-003388,2023-11-04,samedi,Santé,France, TPE , Pro ,15,7,3,"42,9",19,1.0,16,6,4,0,3,15.8,4,0,177.18,sombre,ap-s1,B,Client très satisfait et actif.,54,5376,0
CLI-002560,2024-01-12,vendredi,COMMERCE,France,TPE,Pro,13,10,6,60.0,37,25.7,16,5,1,0,0,,5,0,254.06,sombre,us-e1,B,Suivi standard.,81,5000,0
CLI-001866,09/11/2023,jeudi,TECH,France,PME,Business,15,6,2,"33,3",14,1.6,26,9,4,0,1,6.6,4,0,,violet,eu-w1,B,"Compte engagé, ambassadeur potentiel.",63,10423,0
CLI-000588,11/09/2024,mercredi,finance,Allemagne,TPE,business,5,6,4,66.7%,20,10.2,26,9,3,2,6,9.3,,1,259.27,violet,ap-s1,B,Mécontentement exprimé au support.,59,2339,0
CLI-003854,15 Sep 2023,vendredi,éducation,Belgique,TPE,Starter,17,5,2,40.0,14,5.3,8,3,9,0,0,10.4,5,0,67.1 €,clair,ap-s1,A,"Compte engagé, ambassadeur potentiel.",68,6328,0
CLI-004001,2024-12-29,dimanche,Industrie,France,pme,BUSINESS,1,40,11,"27,5",9,"2,0",26,13,1,15,2,,3,2,1533.42,bleu,ap-s1,A,,47,18861,0
CLI-002876,2024-09-03,mardi,Éducation,Canada, TPE ,Starter,5,11,9,81.8%,52,"50,2",8,2,2,0,1,22.1 h,4,1,127.76,violet,us-e1,A,,67,2829,0
CLI-003266,30 Nov 2024,samedi,,France,ETI,Enterprise,2,183,57,31.1,12,5.8,40,20,0,1,2,2.7,3,0,16675.96,sombre,ap-s1,B,Suivi standard.,55,300834,0
CLI-001738,11 Feb 2023,samedi,Santé,Allemagne,GE,enterprise,24,556,207,"37,2",18,6.9,40,10,3,1,4,,3,0,45258.77,vert,eu-w1,B,Suivi standard.,65,1670049,0
CLI-004496,04/01/2025,samedi,public,France,PME, Business ,1,26,23,88.5,68,56.9,26,16,0,1,2,1.9,3,3,"1114,72",clair,ap-s1,control,,51,34735,0
CLI-001573,29 Feb 2024,jeudi,Éducation,France,TPE, Starter ,11,10,9,,114,61.1,8,4,3,1,4,27.5 h,3,1,119.98 €,vert,us-e1,control,,16,4132,1
CLI-000801,2023-12-16,samedi,Santé,France,ETI,Pro,14,90,18,20.0,4,1.8,16,6,5,0,5,17.7,1,0,1738.63,vert,eu-w1,control,,21,21385,1
CLI-002825,29 Jul 2024,lundi,Finance,Espagne,TPE,Starter,6,3,1,33.3,18,14.1,8,3,1,1,3,28.0,4,1,35.19,clair,eu-w3,B,Compte dans la moyenne.,45,375,0
CLI-002797,30 Dec 2024,lundi,Tech,France,tpe, Pro ,1,11,3,"27,3",3,"1,3",16,7,1,3,2,11.0,5,3,,violet,eu-w3,A,,34,2336,1
CLI-002497,16/11/2023,jeudi,commerce,France, GE ,Enterprise,15,497,96,19.3,1,0.3,40,1,1,25,2,6.5 h,1,0,32851.93,violet,eu-w1,A,,39,377140,0
CLI-002445,2023-03-22,mercredi,Commerce,France,PME,PRO,23,52,16,30.8,1,"0,3",16,7,6,5,2,11.3 h,2,0,1616.25,bleu,eu-w3,A,Mécontentement exprimé au support.,77,33133,0
